Uniformly Sampled Time Series,Time Line,Forecasted Time Series,SSA Eigenvalues
-0.951056625,Thu Jan 01 00:04:34 CET 1970,-0.951056625,,
-0.95105755,Thu Jan 01 00:04:39 CET 1970,-0.95105755,,
-0.5877884,Thu Jan 01 00:04:49 CET 1970,-0.5877884,,
-4.4940844E-6,Thu Jan 01 00:04:59 CET 1970,-4.4940844E-6,,
0.58778113,Thu Jan 01 00:05:09 CET 1970,0.58778113,,
0.95105475,Thu Jan 01 00:05:19 CET 1970,0.95105475,,
0.95105845,Thu Jan 01 00:05:29 CET 1970,0.95105845,,
0.58779085,Thu Jan 01 00:05:39 CET 1970,0.58779085,,
7.4901404E-6,Thu Jan 01 00:05:49 CET 1970,7.4901404E-6,,
-0.5877787,Thu Jan 01 00:05:59 CET 1970,-0.5877787,,
-0.76941628,Thu Jan 01 00:06:04 CET 1970,-0.76941628,,
-0.95105386,Thu Jan 01 00:06:09 CET 1970,-0.95105386,,
-0.9510594,Thu Jan 01 00:06:19 CET 1970,-0.9510594,,
-0.58779323,Thu Jan 01 00:06:29 CET 1970,-0.58779323,,
-1.0486197E-5,Thu Jan 01 00:06:39 CET 1970,-1.0486197E-5,,
0.5877775,Thu Jan 01 00:06:49 CET 1970,0.5877775,,
0.9510534,Thu Jan 01 00:06:59 CET 1970,0.9510534,,
0.9510599,Thu Jan 01 00:07:09 CET 1970,0.9510599,,
0.5877945,Thu Jan 01 00:07:19 CET 1970,0.5877945,,
1.1984225E-5,Thu Jan 01 00:07:29 CET 1970,1.1984225E-5,,
-0.2938815328875,Thu Jan 01 00:07:34 CET 1970,-0.2938815328875,,
-0.58777505,Thu Jan 01 00:07:39 CET 1970,-0.58777505,,
-0.9510524,Thu Jan 01 00:07:49 CET 1970,-0.9510524,,
-0.9510608,Thu Jan 01 00:07:59 CET 1970,-0.9510608,,
-0.58779687,Thu Jan 01 00:08:09 CET 1970,-0.58779687,,
-1.4980281E-5,Thu Jan 01 00:08:19 CET 1970,-1.4980281E-5,,
0.58777267,Thu Jan 01 00:08:29 CET 1970,0.58777267,,
0.95105153,Thu Jan 01 00:08:39 CET 1970,0.95105153,,
0.9510617,Thu Jan 01 00:08:49 CET 1970,0.9510617,,
0.5877993,Thu Jan 01 00:08:59 CET 1970,0.5877993,,
0.2939086381685,Thu Jan 01 00:09:04 CET 1970,0.2939086381685,,
1.7976337E-5,Thu Jan 01 00:09:09 CET 1970,1.7976337E-5,,
-0.5877702,Thu Jan 01 00:09:19 CET 1970,-0.5877702,,
-0.9510506,Thu Jan 01 00:09:29 CET 1970,-0.9510506,,
-0.9510626,Thu Jan 01 00:09:39 CET 1970,-0.9510626,,
-0.58780175,Thu Jan 01 00:09:49 CET 1970,-0.58780175,,
-2.0972393E-5,Thu Jan 01 00:09:59 CET 1970,-2.0972393E-5,,
0.5877678,Thu Jan 01 00:10:09 CET 1970,0.5877678,,
0.9510497,Thu Jan 01 00:10:19 CET 1970,0.9510497,,
0.9510636,Thu Jan 01 00:10:29 CET 1970,0.9510636,,
0.7694338700000001,Thu Jan 01 00:10:34 CET 1970,0.7694338700000001,,
0.58780414,Thu Jan 01 00:10:39 CET 1970,0.58780414,,
2.396845E-5,Thu Jan 01 00:10:49 CET 1970,2.396845E-5,,
-0.5877654,Thu Jan 01 00:10:59 CET 1970,-0.5877654,,
-0.95104873,Thu Jan 01 00:11:09 CET 1970,-0.95104873,,
-0.95106447,Thu Jan 01 00:11:19 CET 1970,-0.95106447,,
-0.5878066,Thu Jan 01 00:11:29 CET 1970,-0.5878066,,
-2.6964506E-5,Thu Jan 01 00:11:39 CET 1970,-2.6964506E-5,,
0.58776295,Thu Jan 01 00:11:49 CET 1970,0.58776295,,
0.95104784,Thu Jan 01 00:11:59 CET 1970,0.95104784,,
0.9510566199999999,Thu Jan 01 00:12:04 CET 1970,0.9510566199999999,,
0.9510654,Thu Jan 01 00:12:09 CET 1970,0.9510654,,
0.587809,Thu Jan 01 00:12:19 CET 1970,0.587809,,
2.9960562E-5,Thu Jan 01 00:12:29 CET 1970,2.9960562E-5,,
-0.5877605,Thu Jan 01 00:12:39 CET 1970,-0.5877605,,
-0.9510469,Thu Jan 01 00:12:49 CET 1970,-0.9510469,,
-0.9510663,Thu Jan 01 00:12:59 CET 1970,-0.9510663,,
-0.5878114,Thu Jan 01 00:13:09 CET 1970,-0.5878114,,
-3.2956617E-5,Thu Jan 01 00:13:19 CET 1970,-3.2956617E-5,,
0.5877581,Thu Jan 01 00:13:29 CET 1970,0.5877581,,
0.7694025,Thu Jan 01 00:13:34 CET 1970,0.7694025,,
0.9510469,Thu Jan 01 00:13:39 CET 1970,0.9510469,,
0.9510654,Thu Jan 01 00:13:49 CET 1970,0.9510654,,
0.5878066,Thu Jan 01 00:13:59 CET 1970,0.5878066,,
2.396845E-5,Thu Jan 01 00:14:09 CET 1970,2.396845E-5,,
-0.5877678,Thu Jan 01 00:14:19 CET 1970,-0.5877678,,
-0.9510506,Thu Jan 01 00:14:29 CET 1970,-0.9510506,,
-0.9510617,Thu Jan 01 00:14:39 CET 1970,-0.9510617,,
-0.58779687,Thu Jan 01 00:14:49 CET 1970,-0.58779687,,
-1.1984225E-5,Thu Jan 01 00:14:59 CET 1970,-1.1984225E-5,,
0.2938827578875,Thu Jan 01 00:15:04 CET 1970,0.2938827578875,,
0.5877775,Thu Jan 01 00:15:09 CET 1970,0.5877775,,
0.9510543,Thu Jan 01 00:15:19 CET 1970,0.9510543,,
0.951058,Thu Jan 01 00:15:29 CET 1970,0.951058,,
0.5877872,Thu Jan 01 00:15:39 CET 1970,0.5877872,,
5.8795424E-15,Thu Jan 01 00:15:49 CET 1970,5.8795424E-15,,
-0.5877872,Thu Jan 01 00:15:59 CET 1970,-0.5877872,,
-0.951058,Thu Jan 01 00:16:09 CET 1970,-0.951058,,
-0.9510543,Thu Jan 01 00:16:19 CET 1970,-0.9510543,,
-0.5877775,Thu Jan 01 00:16:29 CET 1970,-0.5877775,,
-0.29388275788749996,Thu Jan 01 00:16:34 CET 1970,-0.29388275788749996,,
1.1984225E-5,Thu Jan 01 00:16:39 CET 1970,1.1984225E-5,,
0.58779687,Thu Jan 01 00:16:49 CET 1970,0.58779687,,
0.9510617,Thu Jan 01 00:16:59 CET 1970,0.9510617,,
0.9510506,Thu Jan 01 00:17:09 CET 1970,0.9510506,,
0.5877678,Thu Jan 01 00:17:19 CET 1970,0.5877678,,
-2.396845E-5,Thu Jan 01 00:17:29 CET 1970,-2.396845E-5,,
-0.5878066,Thu Jan 01 00:17:39 CET 1970,-0.5878066,,
-0.9510654,Thu Jan 01 00:17:49 CET 1970,-0.9510654,,
-0.9510469,Thu Jan 01 00:17:59 CET 1970,-0.9510469,,
-0.7694025,Thu Jan 01 00:18:04 CET 1970,-0.7694025,,
-0.5877581,Thu Jan 01 00:18:09 CET 1970,-0.5877581,,
3.5952675E-5,Thu Jan 01 00:18:19 CET 1970,3.5952675E-5,,
0.5878163,Thu Jan 01 00:18:29 CET 1970,0.5878163,,
0.9510691,Thu Jan 01 00:18:39 CET 1970,0.9510691,,
0.9510432,Thu Jan 01 00:18:49 CET 1970,0.9510432,,
0.5877484,Thu Jan 01 00:18:59 CET 1970,0.5877484,,
-4.79369E-5,Thu Jan 01 00:19:09 CET 1970,-4.79369E-5,,
-0.58782595,Thu Jan 01 00:19:19 CET 1970,-0.58782595,,
-0.9510728,Thu Jan 01 00:19:29 CET 1970,-0.9510728,,
-0.9510561500000001,Thu Jan 01 00:19:34 CET 1970,-0.9510561500000001,,
-0.9510395,Thu Jan 01 00:19:39 CET 1970,-0.9510395,,
-0.5877387,Thu Jan 01 00:19:49 CET 1970,-0.5877387,,
5.9921123E-5,Thu Jan 01 00:19:59 CET 1970,5.9921123E-5,,
0.58783567,Thu Jan 01 00:20:09 CET 1970,0.58783567,,
0.9510765,Thu Jan 01 00:20:19 CET 1970,0.9510765,,
0.9510358,Thu Jan 01 00:20:29 CET 1970,0.9510358,,
0.58772904,Thu Jan 01 00:20:39 CET 1970,0.58772904,,
-7.190535E-5,Thu Jan 01 00:20:49 CET 1970,-7.190535E-5,,
-0.5878454,Thu Jan 01 00:20:59 CET 1970,-0.5878454,,
-0.7694628,Thu Jan 01 00:21:04 CET 1970,-0.7694628,,
-0.9510802,Thu Jan 01 00:21:09 CET 1970,-0.9510802,,
-0.95103204,Thu Jan 01 00:21:19 CET 1970,-0.95103204,,
-0.5877193,Thu Jan 01 00:21:29 CET 1970,-0.5877193,,
8.388957E-5,Thu Jan 01 00:21:39 CET 1970,8.388957E-5,,
0.58785504,Thu Jan 01 00:21:49 CET 1970,0.58785504,,
0.9510839,Thu Jan 01 00:21:59 CET 1970,0.9510839,,
0.95102835,Thu Jan 01 00:22:09 CET 1970,0.95102835,,
0.5877096,Thu Jan 01 00:22:19 CET 1970,0.5877096,,
-9.58738E-5,Thu Jan 01 00:22:29 CET 1970,-9.58738E-5,,
-0.2939803169,Thu Jan 01 00:22:34 CET 1970,-0.2939803169,,
-0.58786476,Thu Jan 01 00:22:39 CET 1970,-0.58786476,,
-0.9510876,Thu Jan 01 00:22:49 CET 1970,-0.9510876,,
-0.95102465,Thu Jan 01 00:22:59 CET 1970,-0.95102465,,
-0.58769995,Thu Jan 01 00:23:09 CET 1970,-0.58769995,,
1.0785802E-4,Thu Jan 01 00:23:19 CET 1970,1.0785802E-4,,
0.5878745,Thu Jan 01 00:23:29 CET 1970,0.5878745,,
0.95109135,Thu Jan 01 00:23:39 CET 1970,0.95109135,,
0.95102096,Thu Jan 01 00:23:49 CET 1970,0.95102096,,
0.58769023,Thu Jan 01 00:23:59 CET 1970,0.58769023,,
0.293785193875,Thu Jan 01 00:24:04 CET 1970,0.293785193875,,
-1.1984225E-4,Thu Jan 01 00:24:09 CET 1970,-1.1984225E-4,,
-0.5878841,Thu Jan 01 00:24:19 CET 1970,-0.5878841,,
-0.95109504,Thu Jan 01 00:24:29 CET 1970,-0.95109504,,
-0.95101726,Thu Jan 01 00:24:39 CET 1970,-0.95101726,,
-0.5876805,Thu Jan 01 00:24:49 CET 1970,-0.5876805,,
1.3182647E-4,Thu Jan 01 00:24:59 CET 1970,1.3182647E-4,,
0.58789384,Thu Jan 01 00:25:09 CET 1970,0.58789384,,
0.95109874,Thu Jan 01 00:25:19 CET 1970,0.95109874,,
0.95101357,Thu Jan 01 00:25:29 CET 1970,0.95101357,,
0.769342215,Thu Jan 01 00:25:34 CET 1970,0.769342215,,
0.58767086,Thu Jan 01 00:25:39 CET 1970,0.58767086,,
-1.438107E-4,Thu Jan 01 00:25:49 CET 1970,-1.438107E-4,,
-0.58790356,Thu Jan 01 00:25:59 CET 1970,-0.58790356,,
-0.95110244,Thu Jan 01 00:26:09 CET 1970,-0.95110244,,
-0.95100987,Thu Jan 01 00:26:19 CET 1970,-0.95100987,,
-0.58766115,Thu Jan 01 00:26:29 CET 1970,-0.58766115,,
1.5579493E-4,Thu Jan 01 00:26:39 CET 1970,1.5579493E-4,,
0.5879132,Thu Jan 01 00:26:49 CET 1970,0.5879132,,
0.95110613,Thu Jan 01 00:26:59 CET 1970,0.95110613,,
0.951056115,Thu Jan 01 00:27:04 CET 1970,0.951056115,,
0.9510061,Thu Jan 01 00:27:09 CET 1970,0.9510061,,
0.58765143,Thu Jan 01 00:27:19 CET 1970,0.58765143,,
-1.6777914E-4,Thu Jan 01 00:27:29 CET 1970,-1.6777914E-4,,
-0.58792293,Thu Jan 01 00:27:39 CET 1970,-0.58792293,,
-0.9511098,Thu Jan 01 00:27:49 CET 1970,-0.9511098,,
-0.9510024,Thu Jan 01 00:27:59 CET 1970,-0.9510024,,
-0.5876418,Thu Jan 01 00:28:09 CET 1970,-0.5876418,,
1.7976337E-4,Thu Jan 01 00:28:19 CET 1970,1.7976337E-4,,
0.5879326,Thu Jan 01 00:28:29 CET 1970,0.5879326,,
0.76952305,Thu Jan 01 00:28:34 CET 1970,0.76952305,,
0.9511135,Thu Jan 01 00:28:39 CET 1970,0.9511135,,
0.9509987,Thu Jan 01 00:28:49 CET 1970,0.9509987,,
0.58763206,Thu Jan 01 00:28:59 CET 1970,0.58763206,,
-1.917476E-4,Thu Jan 01 00:29:09 CET 1970,-1.917476E-4,,
-0.5879423,Thu Jan 01 00:29:19 CET 1970,-0.5879423,,
-0.9511172,Thu Jan 01 00:29:29 CET 1970,-0.9511172,,
-0.950995,Thu Jan 01 00:29:39 CET 1970,-0.950995,,
-0.58762234,Thu Jan 01 00:29:49 CET 1970,-0.58762234,,
2.0373182E-4,Thu Jan 01 00:29:59 CET 1970,2.0373182E-4,,
0.29407786591,Thu Jan 01 00:30:04 CET 1970,0.29407786591,,
0.587952,Thu Jan 01 00:30:09 CET 1970,0.587952,,
0.9511209,Thu Jan 01 00:30:19 CET 1970,0.9511209,,
0.95099133,Thu Jan 01 00:30:29 CET 1970,0.95099133,,
0.5876127,Thu Jan 01 00:30:39 CET 1970,0.5876127,,
-2.1571605E-4,Thu Jan 01 00:30:49 CET 1970,-2.1571605E-4,,
-0.5879617,Thu Jan 01 00:30:59 CET 1970,-0.5879617,,
-0.9511246,Thu Jan 01 00:31:09 CET 1970,-0.9511246,,
-0.95098764,Thu Jan 01 00:31:19 CET 1970,-0.95098764,,
-0.587603,Thu Jan 01 00:31:29 CET 1970,-0.587603,,
-0.29368764987,Thu Jan 01 00:31:34 CET 1970,-0.29368764987,,
2.2770026E-4,Thu Jan 01 00:31:39 CET 1970,2.2770026E-4,,
0.5879714,Thu Jan 01 00:31:49 CET 1970,0.5879714,,
0.95112836,Thu Jan 01 00:31:59 CET 1970,0.95112836,,
0.9509839,Thu Jan 01 00:32:09 CET 1970,0.9509839,,
0.58759326,Thu Jan 01 00:32:19 CET 1970,0.58759326,,
-2.396845E-4,Thu Jan 01 00:32:29 CET 1970,-2.396845E-4,,
-0.5879811,Thu Jan 01 00:32:39 CET 1970,-0.5879811,,
-0.95113206,Thu Jan 01 00:32:49 CET 1970,-0.95113206,,
-0.9509802,Thu Jan 01 00:32:59 CET 1970,-0.9509802,,
-0.76928187,Thu Jan 01 00:33:04 CET 1970,-0.76928187,,
-0.58758354,Thu Jan 01 00:33:09 CET 1970,-0.58758354,,
2.516687E-4,Thu Jan 01 00:33:19 CET 1970,2.516687E-4,,
0.58799076,Thu Jan 01 00:33:29 CET 1970,0.58799076,,
0.95113575,Thu Jan 01 00:33:39 CET 1970,0.95113575,,
0.9509765,Thu Jan 01 00:33:49 CET 1970,0.9509765,,
0.5875739,Thu Jan 01 00:33:59 CET 1970,0.5875739,,
-2.6365294E-4,Thu Jan 01 00:34:09 CET 1970,-2.6365294E-4,,
-0.5880005,Thu Jan 01 00:34:19 CET 1970,-0.5880005,,
-0.95113945,Thu Jan 01 00:34:29 CET 1970,-0.95113945,,
-0.951056125,Thu Jan 01 00:34:34 CET 1970,-0.951056125,,
-0.9509728,Thu Jan 01 00:34:39 CET 1970,-0.9509728,,
-0.5875642,Thu Jan 01 00:34:49 CET 1970,-0.5875642,,
2.7563717E-4,Thu Jan 01 00:34:59 CET 1970,2.7563717E-4,,
0.5880102,Thu Jan 01 00:35:09 CET 1970,0.5880102,,
0.95114315,Thu Jan 01 00:35:19 CET 1970,0.95114315,,
0.9509691,Thu Jan 01 00:35:29 CET 1970,0.9509691,,
0.58755445,Thu Jan 01 00:35:39 CET 1970,0.58755445,,
-2.876214E-4,Thu Jan 01 00:35:49 CET 1970,-2.876214E-4,,
-0.58801985,Thu Jan 01 00:35:59 CET 1970,-0.58801985,,
-0.769583345,Thu Jan 01 00:36:04 CET 1970,-0.769583345,,
-0.95114684,Thu Jan 01 00:36:09 CET 1970,-0.95114684,,
-0.95096534,Thu Jan 01 00:36:19 CET 1970,-0.95096534,,
-0.5875448,Thu Jan 01 00:36:29 CET 1970,-0.5875448,,
2.9960563E-4,Thu Jan 01 00:36:39 CET 1970,2.9960563E-4,,
0.58802956,Thu Jan 01 00:36:49 CET 1970,0.58802956,,
0.95115054,Thu Jan 01 00:36:59 CET 1970,0.95115054,,
0.95096165,Thu Jan 01 00:37:09 CET 1970,0.95096165,,
0.5875351,Thu Jan 01 00:37:19 CET 1970,0.5875351,,
-3.1158983E-4,Thu Jan 01 00:37:29 CET 1970,-3.1158983E-4,,
-0.294175394915,Thu Jan 01 00:37:34 CET 1970,-0.294175394915,,
-0.5880392,Thu Jan 01 00:37:39 CET 1970,-0.5880392,,
-0.95115423,Thu Jan 01 00:37:49 CET 1970,-0.95115423,,
-0.95095795,Thu Jan 01 00:37:59 CET 1970,-0.95095795,,
-0.58752537,Thu Jan 01 00:38:09 CET 1970,-0.58752537,,
3.2357406E-4,Thu Jan 01 00:38:19 CET 1970,3.2357406E-4,,
0.58804893,Thu Jan 01 00:38:29 CET 1970,0.58804893,,
0.9511579,Thu Jan 01 00:38:39 CET 1970,0.9511579,,
0.95095426,Thu Jan 01 00:38:49 CET 1970,0.95095426,,
0.5875157,Thu Jan 01 00:38:59 CET 1970,0.5875157,,
0.29359007085,Thu Jan 01 00:39:04 CET 1970,0.29359007085,,
-3.355583E-4,Thu Jan 01 00:39:09 CET 1970,-3.355583E-4,,
-0.58805865,Thu Jan 01 00:39:19 CET 1970,-0.58805865,,
-0.9511616,Thu Jan 01 00:39:29 CET 1970,-0.9511616,,
-0.95095056,Thu Jan 01 00:39:39 CET 1970,-0.95095056,,
-0.587506,Thu Jan 01 00:39:49 CET 1970,-0.587506,,
3.4754252E-4,Thu Jan 01 00:39:59 CET 1970,3.4754252E-4,,
0.5880683,Thu Jan 01 00:40:09 CET 1970,0.5880683,,
0.9511653,Thu Jan 01 00:40:19 CET 1970,0.9511653,,
0.95094687,Thu Jan 01 00:40:29 CET 1970,0.95094687,,
0.7692215849999999,Thu Jan 01 00:40:34 CET 1970,0.7692215849999999,,
0.5874963,Thu Jan 01 00:40:39 CET 1970,0.5874963,,
-3.5952675E-4,Thu Jan 01 00:40:49 CET 1970,-3.5952675E-4,,
-0.588078,Thu Jan 01 00:40:59 CET 1970,-0.588078,,
-0.951169,Thu Jan 01 00:41:09 CET 1970,-0.951169,,
-0.9509431,Thu Jan 01 00:41:19 CET 1970,-0.9509431,,
-0.58748657,Thu Jan 01 00:41:29 CET 1970,-0.58748657,,
3.7151098E-4,Thu Jan 01 00:41:39 CET 1970,3.7151098E-4,,
0.58808774,Thu Jan 01 00:41:49 CET 1970,0.58808774,,
0.9511727,Thu Jan 01 00:41:59 CET 1970,0.9511727,,
0.95105605,Thu Jan 01 00:42:04 CET 1970,0.95105605,,
0.9509394,Thu Jan 01 00:42:09 CET 1970,0.9509394,,
0.5874769,Thu Jan 01 00:42:19 CET 1970,0.5874769,,
-3.8349518E-4,Thu Jan 01 00:42:29 CET 1970,-3.8349518E-4,,
-0.5880974,Thu Jan 01 00:42:39 CET 1970,-0.5880974,,
-0.9511764,Thu Jan 01 00:42:49 CET 1970,-0.9511764,,
-0.9509357,Thu Jan 01 00:42:59 CET 1970,-0.9509357,,
-0.5874672,Thu Jan 01 00:43:09 CET 1970,-0.5874672,,
3.954794E-4,Thu Jan 01 00:43:19 CET 1970,3.954794E-4,,
0.5881071,Thu Jan 01 00:43:29 CET 1970,0.5881071,,
0.76964363,Thu Jan 01 00:43:34 CET 1970,0.76964363,,
0.95118016,Thu Jan 01 00:43:39 CET 1970,0.95118016,,
0.950932,Thu Jan 01 00:43:49 CET 1970,0.950932,,
0.5874575,Thu Jan 01 00:43:59 CET 1970,0.5874575,,
-4.0746364E-4,Thu Jan 01 00:44:09 CET 1970,-4.0746364E-4,,
-0.58811677,Thu Jan 01 00:44:19 CET 1970,-0.58811677,,
-0.95118386,Thu Jan 01 00:44:29 CET 1970,-0.95118386,,
-0.9509283,Thu Jan 01 00:44:39 CET 1970,-0.9509283,,
-0.5874478,Thu Jan 01 00:44:49 CET 1970,-0.5874478,,
4.1944787E-4,Thu Jan 01 00:44:59 CET 1970,4.1944787E-4,,
0.29427297393499996,Thu Jan 01 00:45:04 CET 1970,0.29427297393499996,,
0.5881265,Thu Jan 01 00:45:09 CET 1970,0.5881265,,
0.95118755,Thu Jan 01 00:45:19 CET 1970,0.95118755,,
0.9509246,Thu Jan 01 00:45:29 CET 1970,0.9509246,,
0.5874381,Thu Jan 01 00:45:39 CET 1970,0.5874381,,
-4.314321E-4,Thu Jan 01 00:45:49 CET 1970,-4.314321E-4,,
-0.5881362,Thu Jan 01 00:45:59 CET 1970,-0.5881362,,
-0.95119125,Thu Jan 01 00:46:09 CET 1970,-0.95119125,,
-0.9509209,Thu Jan 01 00:46:19 CET 1970,-0.9509209,,
-0.5874284,Thu Jan 01 00:46:29 CET 1970,-0.5874284,,
-0.29349249185,Thu Jan 01 00:46:34 CET 1970,-0.29349249185,,
4.434163E-4,Thu Jan 01 00:46:39 CET 1970,4.434163E-4,,
0.58814585,Thu Jan 01 00:46:49 CET 1970,0.58814585,,
0.95119494,Thu Jan 01 00:46:59 CET 1970,0.95119494,,
0.9509172,Thu Jan 01 00:47:09 CET 1970,0.9509172,,
0.5874187,Thu Jan 01 00:47:19 CET 1970,0.5874187,,
-4.5540053E-4,Thu Jan 01 00:47:29 CET 1970,-4.5540053E-4,,
-0.58815557,Thu Jan 01 00:47:39 CET 1970,-0.58815557,,
-0.95119864,Thu Jan 01 00:47:49 CET 1970,-0.95119864,,
-0.9509135,Thu Jan 01 00:47:59 CET 1970,-0.9509135,,
-0.76916125,Thu Jan 01 00:48:04 CET 1970,-0.76916125,,
-0.587409,Thu Jan 01 00:48:09 CET 1970,-0.587409,,
4.6738476E-4,Thu Jan 01 00:48:19 CET 1970,4.6738476E-4,,
0.5881652,Thu Jan 01 00:48:29 CET 1970,0.5881652,,
0.95120233,Thu Jan 01 00:48:39 CET 1970,0.95120233,,
0.95090973,Thu Jan 01 00:48:49 CET 1970,0.95090973,,
0.5873993,Thu Jan 01 00:48:59 CET 1970,0.5873993,,
-4.79369E-4,Thu Jan 01 00:49:09 CET 1970,-4.79369E-4,,
-0.58817494,Thu Jan 01 00:49:19 CET 1970,-0.58817494,,
-0.951206,Thu Jan 01 00:49:29 CET 1970,-0.951206,,
-0.95105602,Thu Jan 01 00:49:34 CET 1970,-0.95105602,,
-0.95090604,Thu Jan 01 00:49:39 CET 1970,-0.95090604,,
-0.5873896,Thu Jan 01 00:49:49 CET 1970,-0.5873896,,
4.913532E-4,Thu Jan 01 00:49:59 CET 1970,4.913532E-4,,
0.58818465,Thu Jan 01 00:50:09 CET 1970,0.58818465,,
0.9512097,Thu Jan 01 00:50:19 CET 1970,0.9512097,,
0.95090234,Thu Jan 01 00:50:29 CET 1970,0.95090234,,
0.58737993,Thu Jan 01 00:50:39 CET 1970,0.58737993,,
-5.033374E-4,Thu Jan 01 00:50:49 CET 1970,-5.033374E-4,,
-0.5881943,Thu Jan 01 00:50:59 CET 1970,-0.5881943,,
-0.76970385,Thu Jan 01 00:51:04 CET 1970,-0.76970385,,
-0.9512134,Thu Jan 01 00:51:09 CET 1970,-0.9512134,,
-0.95089865,Thu Jan 01 00:51:19 CET 1970,-0.95089865,,
-0.5873702,Thu Jan 01 00:51:29 CET 1970,-0.5873702,,
5.153217E-4,Thu Jan 01 00:51:39 CET 1970,5.153217E-4,,
0.588204,Thu Jan 01 00:51:49 CET 1970,0.588204,,
0.9512171,Thu Jan 01 00:51:59 CET 1970,0.9512171,,
0.9508949,Thu Jan 01 00:52:09 CET 1970,0.9508949,,
0.5873605,Thu Jan 01 00:52:19 CET 1970,0.5873605,,
-5.273059E-4,Thu Jan 01 00:52:29 CET 1970,-5.273059E-4,,
-0.29437050294999995,Thu Jan 01 00:52:34 CET 1970,-0.29437050294999995,,
-0.5882137,Thu Jan 01 00:52:39 CET 1970,-0.5882137,,
-0.9512208,Thu Jan 01 00:52:49 CET 1970,-0.9512208,,
-0.9508912,Thu Jan 01 00:52:59 CET 1970,-0.9508912,,
-0.5873508,Thu Jan 01 00:53:09 CET 1970,-0.5873508,,
5.273059E-4,Thu Jan 01 00:53:19 CET 1970,5.273059E-4,,
0.588204,Thu Jan 01 00:53:29 CET 1970,0.588204,,
0.9512134,Thu Jan 01 00:53:39 CET 1970,0.9512134,,
0.95090234,Thu Jan 01 00:53:49 CET 1970,0.95090234,,
0.5873896,Thu Jan 01 00:53:59 CET 1970,0.5873896,,
0.2934551155,Thu Jan 01 00:54:04 CET 1970,0.2934551155,,
-4.79369E-4,Thu Jan 01 00:54:09 CET 1970,-4.79369E-4,,
-0.5881652,Thu Jan 01 00:54:19 CET 1970,-0.5881652,,
-0.95119864,Thu Jan 01 00:54:29 CET 1970,-0.95119864,,
-0.9509172,Thu Jan 01 00:54:39 CET 1970,-0.9509172,,
-0.5874284,Thu Jan 01 00:54:49 CET 1970,-0.5874284,,
4.314321E-4,Thu Jan 01 00:54:59 CET 1970,4.314321E-4,,
0.5881265,Thu Jan 01 00:55:09 CET 1970,0.5881265,,
0.95118386,Thu Jan 01 00:55:19 CET 1970,0.95118386,,
0.950932,Thu Jan 01 00:55:29 CET 1970,0.950932,,
0.7691996,Thu Jan 01 00:55:34 CET 1970,0.7691996,,
